duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id
92,,Movie,Goon,15-08-2017,2011,R,"When he's seen dispatching a rude opposing hockey player in the stands, Doug Glatt is hired by a rival team ... for his fighting skills.",70209163
91,,Movie,My Ex-Ex,15-08-2017,2015,TV-MA,A recently dumped attorney hires a psychic to help her win back her boyfriend. Things take an unexpected turn when another ex re-enters the picture.,80163191
94,,Movie,We're No Animals,15-08-2017,2015,TV-MA,"Unhappy with his commercial film work, a jaded Hollywood actor moves to Argentina to participate in an experimental thesis on social philosophy.",80184661
99,,Movie,Being AP,15-08-2016,2015,TV-14,"With retirement staring him in the face, an all-time-great jump jockey pursues his 20th consecutive title in his unrelenting quest for glory.",80078761
79,,Movie,John & Jane,15-08-2016,2005,TV-14,Truth and fiction blend in this quasi-documentary about six exhausted workers at a Mumbai call center servicing U.S. customers.,80115844
66,,Movie,Louis C.K.: Live at the Comedy Store,15-08-2016,2015,,"The comic puts his trademark hilarious/thought-provoking spin on finding a bat in his kitchen, seeing rats having sex, Boston accents and dead pets.",80114111
46,,Movie,Real Crime: Supermarket Heist (Tesco Bomber),15-08-2016,2010,TV-14,"In 2000, U.K. detectives spent months tracking a criminal known only as Sally, who was targeting a supermarket chain with extortion and letter bombs.",80108998
94,,Movie,Mission Blue,15-08-2014,2014,TV-Y7,This documentary follows oceanographer Sylvia Earle's campaign to save the world's oceans from threats such as overfishing and toxic waste.,70308278
119,,Movie,Uyare,14-08-2019,2019,TV-14,An aspiring pilot fights for her future – and justice – after surviving an acid attack from her abusive boyfriend.,81147274
94,,Movie,The Outcasts,14-08-2017,2017,PG-13,"After failing to strike a truce with their school's queen bee, two misfit best friends lead a nerd uprising that turns social hierarchy on its head.",80039439
62,,Movie,Demetri Martin: Live (At the Time),14-08-2015,2015,TV-MA,"Demetri Martin brings his off-kilter take on acoustic guitar, hairless cats, color schemes, and the word ""nope"" to Washington in his original special.",80044804
123,,Movie,90 ML,13-08-2019,2019,TV-14,Four friends shake up their lives when they meet a new woman in their apartment complex who encourages them to embrace their wild sides.,81147278
93,,Movie,Calum von Moger: Unbroken,13-08-2019,2019,TV-MA,"Bodybuilder and two-time Mr. Universe, Calum von Moger, reflects on his rise to fame and battle to come back from a debilitating injury.",81146011
109,,Movie,Hasta los dientes,13-08-2019,2018,TV-MA,"This documentary follows the controversy surrounding the 2010 murders of two students, who were framed as criminals and killed by the Mexican military.",81123826
97,,Movie,Woodstock,13-08-2019,2019,TV-MA,"For the 50th anniversary of the legendary Woodstock festival, organizers and attendees reminisce about one of the defining moments of the 1960s.",81135868
82,,Movie,Hot Property,13-08-2017,2016,TV-MA,"When a resourceful but flighty Londoner is threatened with eviction, she vows to do whatever it takes to defeat a greedy real estate agent.",80162142
100,,Movie,Mission Control: The Unsung Heroes of Apollo,13-08-2017,2017,TV-14,"Combining archive footage with present-day interviews, this documentary explores how Apollo's mission control helped change the course of history.",80175483
90,,Movie,13 Cameras,13-08-2016,2015,NR,"Young parents-to-be Claire and Ryan move into a suburban rental home, unaware that someone is secretly watching their every move via hidden cameras.",80100772
90,,Movie,Chocolate City: Vegas Strip,12-08-2017,2017,TV-MA,"The exotic dancers from Chocolate City get back together for a trip to Las Vegas and a chance at $500,000 in prize money.",80188580
71,,Movie,Los Herederos,12-08-2017,2015,TV-MA,"Spurred by boredom and peer pressure, a group of suburban teens becomes increasingly violent and find their paths intersecting those of their parents.",80106737
97,,Movie,Naked,11-08-2017,2017,TV-14,"Rob's madly in love and about to be married. Unfortunately, he's also naked, stuck in an elevator and caught in a time loop.",80142058
72,,Movie,Jim Gaffigan: Beyond the Pale,11-08-2016,2005,TV-14,"Comedian Jim Gaffigan cuts loose on a variety of topics, including Hot Pockets, holidays, Catholicism and his favorite activity: doing nothing.",70044256
71,,Movie,Jim Gaffigan: King Baby,11-08-2016,2009,TV-PG,"Jim Gaffigan offers up his take on bacon, bowling and other weighty topics in this stand-up performance filmed live in Austin on his 2008 comedy tour.",70113636
77,,Movie,Jim Gaffigan: Mr. Universe,11-08-2016,2012,TV-14,"Funnyman Jim Gaffigan offers up his unique take on everything from Disney World to overweight whales in this live show from Washington, D.C.",70237054
70,,Movie,Jim Gaffigan: Obsessed,11-08-2016,2014,TV-14,"Comic Jim Gaffigan delivers his sardonic take on topics like eating, exercise, weddings and his five kids in this live stand-up special.",70301469
120,,Movie,Beyond the Clouds,10-08-2018,2018,TV-14,A youthful drug dealer in Mumbai must change his ways when the sister who raised him is assaulted by her boss and imprisoned for defending herself.,81005454
91,,Movie,The Birth Reborn,10-08-2018,2013,TV-14,Mothers and medical professionals speak about their experiences with the increasingly controversial practice of Caesarean deliveries in Brazil.,80995575
124,,Movie,The Guernsey Literary and Potato Peel Pie Society,10-08-2018,2018,TV-14,A London writer bonds with the colorful residents of Guernsey as she learns about the book club they formed during the WWII German occupation.,80223371
95,,Movie,The Package,10-08-2018,2018,TV-MA,"After their buddy suffers an unfortunate accident during spring break, four pals risk everything – including their dignity – to make him whole again.",80175147
12,,Movie,Zion,10-08-2018,2018,TV-PG,"Born without legs and stuck in foster care for years, teen Zion Clark finds his calling when he pursues competitive wrestling. A documentary short.",80239831
89,,Movie,Alive and Kicking,10-08-2017,2016,TV-14,Take an inside look at swing dancing's continued prosperity and the lively and joyous personalities that make the art form so unique.,80105356
83,,Movie,Demonic,10-08-2017,2015,R,"When amateur ghost hunters visit an abandoned house, their investigation turns into a massacre, leaving questions for a detective and a psychologist.",70296443
98,,Movie,SHOT! The Psycho-Spiritual Mantra of Rock,10-08-2017,2016,TV-MA,Aptly named iconic rock photographer Mick Rock reconstructs his journey through the thrilling and murky universe of rock 'n' roll history.,80168033
92,,Movie,The Saint,10-08-2017,2017,TV-14,"Master thief Simon Templar – also known as the Saint – is hired by a wealthy banker to find his kidnapped daughter, but not all is as it seems.",80160346
164,,Movie,3 Idiots,01-08-2019,2009,PG-13,"While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system.",70121522
87,,Movie,Are We Done Yet?,01-08-2019,2018,TV-14,"When authorities arrest his young son, a taxi driver must convince the courts and rabid media that he's not the criminal they seek.",81065784
90,,Movie,Boyka: Undisputed,01-08-2019,2016,R,The fourth film in the action franchise finds Boyka taking on brutal gangsters to protect the widow of a man he unintentionally killed in the ring.,80124099
106,,Movie,Clash of the Titans,01-08-2019,2010,PG-13,"If he is to save the life of the beautiful Princess Andromeda, the valiant Perseus must battle a host of powerful, beastly enemies.",70119812
116,,Movie,Darna Mana Hai,01-08-2019,2003,TV-MA,"Stranded in a jungle when their car breaks down, six friends pass their time exchanging horror stories, unaware that they may be part of one themselves.",60032685
134,,Movie,Ek Hasina Thi,01-08-2019,2004,TV-MA,"Imprisoned for underworld crimes she didn’t commit, a vengeful woman breaks free and goes scorched earth on the smooth-talking suitor who framed her.",70006816
133,,Movie,Ferrari Ki Sawaari,01-08-2019,2012,TV-PG,A father winds up involved with a stolen Ferrari as he tries to acquire the money to send his son to the leading cricket academy.,70236587
118,,Movie,Four Weddings and a Funeral,01-08-2019,1994,R,"A commitment-phobic Brit tries to reconnect with an alluring American who's about to make a seemingly awful mistake by marrying a wealthy, boring man.",520489
120,,Movie,Horns,01-08-2019,2013,R,"Accused of murder, Ig Perish wakes up one day to find he's grown a set of horns – compelling people to confess their sins to him.",70266677
154,,Movie,Jackie Brown,01-08-2019,1997,R,"When an aging flight attendant's caught smuggling cash and forced to help with an investigation, she hatches a clever plan to make off with the dough.",60010514
128,,Movie,Jupiter Ascending,01-08-2019,2015,PG-13,A young impoverished woman learns she's been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.,70301367
115,,Movie,Last Knights,01-08-2019,2015,R,A nobleman who values his people's well-being over his emperor's edicts is killed. His knights vow revenge.,80014727
177,,Movie,Manu,01-08-2019,2018,TV-MA,"The relationship between a painter and his admirer unfolds as an abstract, twist-filled hide-and-seek game against the backdrop of murder and revenge.",81050688
105,,Movie,MI-5,01-08-2019,2015,R,"When a terrorist escapes custody, MI-5 director Harry Pearce becomes the scapegoat. But the wily veteran still has some spycraft tricks up his sleeve.",80081505
112,,Movie,Panic Room,01-08-2019,2002,R,A woman and her daughter are caught in a game of cat-and-mouse with burglars in their New York City home and are forced to retreat inside a vault.,60022700
120,,Movie,Rocky,01-08-2019,1976,PG,"Sylvester Stallone shot to fame as Rocky Balboa, an unknown fighter who's given a shot at fighting world champ Apollo Creed as a publicity stunt.",915927
119,,Movie,Rocky II,01-08-2019,1979,PG,"Featuring a rousing climax, this engaging sequel finds boxer Rocky Balboa returning to the ring for a rematch against reigning champ Apollo Creed.",916043
100,,Movie,Rocky III,01-08-2019,1982,PG,"After taking a pounding from a powerful young fighter, humbled world champ Rocky Balboa turns to ex-rival Apollo Creed for help in regaining his form.",60010836
92,,Movie,Rocky IV,01-08-2019,1985,PG,"Rocky Balboa takes on the Cold War, coming out of retirement to battle a Soviet fighter who pulverized Rocky's friend and former rival, Apollo Creed.",916061
104,,Movie,Rocky V,01-08-2019,1990,PG-13,"Inspired by the memory of his trainer, a broke and seemingly careerless Rocky finds glory in training and takes on an up-and-coming boxer.",60025674
97,,Movie,Rumor Has It,01-08-2019,2005,PG-13,"When Sarah travels to California for her sister's wedding, she hears a rumor that her family was the real-life inspiration for ""The Graduate.""",70039168
88,,Movie,Running Out Of Time,01-08-2019,2018,TV-14,"Held hostage by men searching for a secret her late husband left behind, a recent widow and her family race against time to find a way out.",81103092
128,,Movie,Something's Gotta Give,01-08-2019,2003,PG-13,"Still sexy at 60, Harry Sanborn wines and dines women half his age. But a getaway with his girlfriend goes awry when her mother drops in unannounced.",60031278
130,,Movie,Space Cowboys,01-08-2019,2000,PG-13,A retired engineer agrees to help NASA prevent a Russian satellite from falling to Earth if he and his over-the-hill pals can man the mission.,60001363
